Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_100,SNO
2025-11-18,1070.HK,10.279999732971191,10.289999961853027,9.619999885559082,9.670000076293944,9.670000076293944,9339235,0.0,0.0,9.739053815000304,9.698330016593165,9.815490771545909,9.739435333654916,8.678232186201845,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/28,True,False,False,False,False,False,False,0.0,0,0,False,False,1070.HK
2025-11-19,1368.HK,5.809999942779541,5.860000133514404,5.650000095367432,5.690000057220459,5.690000057220459,9477000,0.0,0.0,5.798343495681944,5.783375727359106,5.835223623594704,5.824003032636552,5.704707112917097,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/11/03,True,False,False,False,False,False,False,0.0,0,0,False,False,1368.HK
2025-11-18,1516.HK,1.6699999570846558,1.6699999570846558,1.600000023841858,1.600000023841858,1.600000023841858,18005076,0.0,0.0,1.6331849373513507,1.615298956301349,1.6320701484001183,1.6703759848158557,1.7439571008265855,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/27,True,False,False,False,False,False,False,0.0,0,0,False,False,1516.HK
2025-11-19,0017.HK,7.5,7.5,7.25,7.309999942779541,7.309999942779541,6786176,0.0,0.0,7.491837579198151,7.525255223451537,7.462663421033741,7.055194818080095,6.884267338736493,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/30,True,False,False,False,False,False,False,0.0,0,0,False,False,17.HK
2025-11-18,1800.HK,5.239999771118164,5.25,5.159999847412109,5.179999828338623,5.179999828338623,9900000,0.0,0.0,5.216323374175282,5.193363845607599,5.215181756871613,5.245600740021648,5.132815550056958,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/27,True,False,False,False,False,False,False,0.0,0,0,False,False,1800.HK
2025-11-19,1995.HK,1.830000042915344,1.850000023841858,1.7899999618530271,1.809999942779541,1.809999942779541,4675000,0.0,0.0,1.8344575516781232,1.824027279596,1.850027253562757,1.9003003228991653,1.9814028846280547,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/17,True,False,False,False,False,False,False,0.0,0,0,False,False,1995.HK
2025-11-18,0340.HK,2.759999990463257,2.759999990463257,2.619999885559082,2.640000104904175,2.640000104904175,16582200,0.0,0.0,2.755407392051225,2.743594211722556,2.6263621657145064,2.368008754583212,1.7634143209513748,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/31,True,False,False,False,False,False,False,0.0,0,0,False,False,340.HK
2025-11-18,0347.HK,2.2300000190734863,2.2300000190734863,2.0899999141693115,2.119999885559082,2.119999885559082,20259200,0.0,0.0,2.1957896684929525,2.1898038324105698,2.182128390240736,2.1090815980681503,1.901793404819975,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/28,True,False,False,False,False,False,False,0.0,0,0,False,False,347.HK
2025-11-18,3969.HK,3.539999961853028,3.549999952316284,3.490000009536743,3.490000009536743,3.490000009536743,7304000,0.0,0.0,3.564628049179146,3.5477644328423086,3.5184810573499297,3.468571595029043,3.353399111877551,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/24,True,False,False,False,False,False,False,0.0,0,0,False,False,3969.HK
2025-11-20,3983.HK,2.5199999809265137,2.559999942779541,2.5,2.5299999713897705,2.5299999713897705,3032500,0.0,0.0,2.55363209068208,2.50532046829933,2.43102504397599,2.335063258980431,2.207598677048179,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/27,True,False,False,False,False,False,False,0.0,0,0,False,False,3983.HK
2025-11-19,6669.HK,12.399999618530272,12.850000381469728,12.34000015258789,12.56999969482422,12.56999969482422,297189,0.0,0.0,12.76144827936466,12.606286915563883,12.521554594894448,11.872403213463183,10.298234863854464,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/30,True,False,False,False,False,False,False,0.0,0,0,False,False,6669.HK
2025-11-18,0914.HK,23.5,23.5,22.89999961853028,22.940000534057617,22.940000534057617,3766278,0.0,0.0,23.587057796404498,23.64594839312879,23.63456434516999,23.26219468813165,22.240974072571237,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/28,True,False,False,False,False,False,False,0.0,0,0,False,False,914.HK
